strategy,symbol,side,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,pnl_pct_equity,fees,outcome,reason
inplay,AVAXUSDT,long,1742236200000,1742237100000,18.84076740,18.99699984,4.50379757,0.60139110,0.005706,0.10224819,tp,retest_long+TP1
inplay,BTCUSDT,long,1742232600000,1742240700000,84172.63116000,84655.74546400,0.00118827,0.45370287,0.004328,0.12036844,tp,retest_long+TP1
inplay,XRPUSDT,long,1742237100000,1742241000000,2.37507492,2.36184896,42.11235577,-0.67666597,-0.006384,0.11968981,sl,retest_long+SL
inplay,WLFIUSDT,long,1757402700000,1757403300000,0.21904380,0.22165066,274.87611180,0.64388199,0.006084,0.07268183,tp,retest_long+TP1
inplay,WLFIUSDT,long,1757403300000,1757408400000,0.22054410,0.21703158,155.43238690,-0.58676665,-0.005511,0.04080806,sl,retest_long+SL
inplay,KITEUSDT,long,1763210100000,1763219100000,0.08134627,0.08335333,363.32888660,0.69331880,0.006548,0.03590407,tp,retest_long+TP1
inplay,KITEUSDT,long,1763219100000,1763223300000,0.08348669,0.08227426,451.87411283,-0.59281113,-0.005562,0.04494185,sl,retest_long+SL
inplay,SUIUSDT,long,1742226600000,1742280300000,2.32696530,2.27954400,11.39137244,-0.57167837,-0.005396,0.03148468,sl,retest_long+SL
inplay,ASTERUSDT,long,1759752300000,1759758300000,2.11992390,2.04869018,7.56783394,-0.55801339,-0.005237,0.01892843,sl,retest_long+SL
inplay,AGLDUSDT,long,1742289300000,1742291400000,1.03110618,1.02209554,60.97159226,-0.62450525,-0.005955,0.07511219,sl,retest_long+SL
inplay,AVAXUSDT,long,1742286600000,1742291700000,19.11282180,18.97220480,3.94110593,-0.64424477,-0.006145,0.09005827,sl,retest_long+SL
inplay,XAUTUSDT,long,1745195100000,1745196300000,3374.27472000,3386.27760900,0.02964193,0.23555127,0.002274,0.12023747,tp,retest_long+TP1
inplay,HYPEUSDT,long,1742334000000,1742334600000,13.59271800,13.67511443,7.35835173,0.48591413,0.004680,0.12038778,tp,retest_long+TP1
inplay,RIVERUSDT,long,1762672800000,1762674000000,7.35147000,7.54159138,3.78117803,0.68509479,0.006568,0.03378799,tp,retest_long+TP1
