dimension,bucket,trades,symbols,net_r,gross_r,cost_r,mean_net_r,mean_gross_r,mean_cost_r,t_stat_net_r,profit_factor_net_r,win_rate,net_r_share
entry_month,2023-11,166,22,-19.66866129173106,3.631710532545221,23.30037182427628,-0.11848591139597024,0.021877774292441088,0.14036368568841132,-1.9178485735311057,0.7063537561323993,0.43373493975903615,0.1497518127747051
entry_month,2023-08,51,12,-18.845581207962322,-10.753714231467105,8.091866976495217,-0.36952120015612394,-0.21085714179347265,0.1586640583626513,-3.7293542102412864,0.3035780268728657,0.3333333333333333,0.1434851059167786
entry_month,2023-07,62,19,-11.42315321232021,-1.4315659581974802,9.991587254122729,-0.184244406650326,-0.023089773519314197,0.16115463313101175,-1.7904772874825703,0.6053267440875372,0.41935483870967744,0.08697276727559083
entry_utc_hour,20,48,19,-12.634389834998705,-5.555745178163841,7.078644656834864,-0.26321645489580636,-0.11574469121174669,0.14747176368405968,-2.8153977670465617,0.3928836380829113,0.3958333333333333,0.09619479196018248
entry_utc_hour,19,24,15,-12.188800352001344,-8.479797725572556,3.709002626428788,-0.5078666813333893,-0.35332490523218985,0.15454177610119949,-3.8861404567191227,0.17966079864690176,0.25,0.09280219539031569
entry_utc_hour,08,32,16,-10.916392165865098,-6.032483042950649,4.8839091229144485,-0.3411372551832843,-0.1885150950922078,0.15262216009107651,-2.8250449581869246,0.33279626498586856,0.34375,0.0831144271361852
entry_utc_hour,07,22,15,-10.714506660207318,-8.067069427988578,2.6474372322187394,-0.48702303000942354,-0.3666849739994808,0.1203380560099427,-3.1275200941910666,0.2386519979475923,0.18181818181818182,0.08157732605966707
entry_utc_hour,00,36,13,-10.345835536782463,-4.476179261702504,5.869656275079958,-0.2873843204661795,-0.12433831282506956,0.16304600764110994,-2.106417685334182,0.45881149071219224,0.3611111111111111,0.07877036486227385
entry_utc_hour,16,24,15,-8.975679520872317,-5.432746452807772,3.5429330680645448,-0.37398664670301324,-0.22636443553365715,0.14762221116935603,-2.3420605331646662,0.3345692526156984,0.20833333333333334,0.06833837134103844
entry_utc_hour,09,22,16,-8.275971844452789,-5.540867980417731,2.7351038640350565,-0.37618053838421767,-0.25185763547353324,0.12432290291068439,-2.5795851334503115,0.2952374715536941,0.22727272727272727,0.0630109882821694
entry_utc_hour,06,34,15,-8.031520830241801,-2.668852287055886,5.362668543185915,-0.23622120088946474,-0.07849565550164371,0.15772554538782102,-1.8675173125273528,0.47547961331855454,0.47058823529411764,0.061149805054203574
entry_utc_hour,05,37,14,-7.517471477401578,-2.173068763868766,5.344402713532812,-0.20317490479463726,-0.05873158821266935,0.1444433165819679,-1.4348899297089295,0.5912253443073268,0.3783783783783784,0.05723597374145172
entry_utc_hour,18,24,14,-5.565193788239919,-2.0887193940330233,3.476474394206896,-0.23188307450999665,-0.08702997475137597,0.14485309975862068,-1.2669769136211047,0.5581540990274602,0.375,0.042371864860056674
entry_utc_hour,14,20,12,-5.0654525348754875,-2.0625544423000877,3.0028980925754,-0.2532726267437744,-0.10312772211500439,0.15014490462877,-1.2643816573332234,0.5454506474364075,0.3,0.03856697150714255
