pair,entry_day,exit_day,held_days,side,entry_z,exit_z,beta,ar1_phi,gross_bps,cost_bps,pnl_bps,reason
ADAUSDT/SUIUSDT,20265,20285,20,long_spread,-1.832954,-0.800952,0.496378,0.913399,772.115576,32.0,740.1155761241746,max_hold
ONDOUSDT/TAOUSDT,20265,20285,20,long_spread,-1.549275,-0.951694,0.556351,0.974659,646.934976,32.0,614.9349761590962,max_hold
AVAXUSDT/SOLUSDT,20267,20287,20,long_spread,-1.657096,-0.85953,1.079984,0.947887,449.953251,32.0,417.95325101888517,max_hold
DOGEUSDT/SOLUSDT,20267,20287,20,long_spread,-1.795895,-0.303168,1.254451,0.93311,718.490997,32.0,686.4909969582252,max_hold
BNBUSDT/SUIUSDT,20269,20289,20,short_spread,1.513192,3.31539,0.206989,0.889535,-594.806176,32.0,-626.8061758550782,max_hold
ADAUSDT/WIFUSDT,20273,20286,13,long_spread,-2.164259,0.146534,0.252722,0.926757,2421.018644,32.0,2389.0186443949283,z_exit
AVAXUSDT/BTCUSDT,20273,20293,20,long_spread,-1.553002,-0.614772,0.818903,0.971263,1155.8715,32.0,1123.871499672447,max_hold
ONDOUSDT/WIFUSDT,20273,20286,13,long_spread,-1.524484,-0.222657,0.265555,0.973522,1804.048391,32.0,1772.048390982207,z_exit
ADAUSDT/BNBUSDT,20274,20294,20,long_spread,-2.017289,-1.344358,1.399909,0.943356,403.255896,32.0,371.2558959752676,max_hold
ADAUSDT/SOLUSDT,20275,20282,7,long_spread,-1.712982,0.00338,0.61771,0.926528,1194.287607,32.0,1162.287607026245,z_exit
AVAXUSDT/XRPUSDT,20278,20298,20,long_spread,-1.577606,-3.408807,1.594261,0.832622,-760.526626,32.0,-792.5266261348571,max_hold
DOGEUSDT/XRPUSDT,20278,20298,20,long_spread,-1.535766,-4.086968,1.916796,0.812442,-992.700799,32.0,-1024.7007992060262,max_hold
ETHUSDT/SOLUSDT,20278,20298,20,short_spread,1.540628,3.12571,0.914505,0.961869,-954.398602,32.0,-986.3986019430744,max_hold
ONDOUSDT/XRPUSDT,20278,20298,20,long_spread,-1.539099,-3.547462,1.397147,0.895956,-942.036415,32.0,-974.0364146278176,max_hold
BNBUSDT/ONDOUSDT,20279,20299,20,short_spread,1.554574,4.003339,0.109724,0.936196,-1258.913077,32.0,-1290.91307749671,max_hold
BNBUSDT/SOLUSDT,20279,20299,20,short_spread,1.612415,4.483036,0.209689,0.909533,-1068.89067,32.0,-1100.8906700681857,max_hold
BNBUSDT/TAOUSDT,20279,20299,20,short_spread,1.509689,5.116124,0.199495,0.898757,-1228.017145,32.0,-1260.0171452834545,max_hold
BTCUSDT/TAOUSDT,20279,20299,20,short_spread,2.567422,2.8681,0.350258,0.967164,-133.264412,32.0,-165.26441150413365,max_hold
ADAUSDT/XRPUSDT,20280,20300,20,long_spread,-2.434695,-3.411439,1.182416,0.910456,-355.034627,32.0,-387.0346267247694,max_hold
BNBUSDT/DOGEUSDT,20280,20300,20,short_spread,1.866752,4.362448,0.148094,0.930589,-1048.886506,32.0,-1080.8865057537362,max_hold
BTCUSDT/SUIUSDT,20280,20300,20,short_spread,2.336423,1.829786,0.315945,0.975258,274.418536,32.0,242.41853643654974,max_hold
SOLUSDT/XRPUSDT,20280,20300,20,long_spread,-1.7532,-2.579704,1.398891,0.921488,-349.722587,32.0,-381.7225870759267,max_hold
AVAXUSDT/ETHUSDT,20281,20301,20,long_spread,-1.513405,-2.02941,0.692828,0.979268,-463.391457,32.0,-495.3914568106555,max_hold
AVAXUSDT/SUIUSDT,20283,20303,20,long_spread,-1.664644,-0.943601,0.726982,0.964564,537.675444,32.0,505.6754435850854,max_hold
DOGEUSDT/SUIUSDT,20283,20288,5,long_spread,-1.631154,-0.213754,0.874206,0.974454,1137.214276,32.0,1105.2142759294823,z_exit
SOLUSDT/SUIUSDT,20283,20290,7,long_spread,-1.570844,0.145021,0.763861,0.95115,987.919319,32.0,955.9193187428843,z_exit
BNBUSDT/WIFUSDT,20285,20305,20,short_spread,1.716829,4.397049,0.132918,0.831669,-808.415611,32.0,-840.4156112950892,max_hold
BTCUSDT/WIFUSDT,20285,20305,20,short_spread,1.880166,2.148213,0.24671,0.914405,-113.79047,32.0,-145.7904695472506,max_hold
DOGEUSDT/ETHUSDT,20285,20305,20,long_spread,-1.732249,-2.533006,0.852205,0.976002,-658.081325,32.0,-690.081325252528,max_hold
ETHUSDT/TAOUSDT,20285,20305,20,short_spread,1.502516,3.235472,0.708822,0.968665,-1369.245542,32.0,-1401.2455415322559,max_hold
ETHUSDT/WIFUSDT,20285,20305,20,short_spread,1.654453,3.400336,0.491506,0.950139,-1171.025262,32.0,-1203.0252624256718,max_hold
1000PEPEUSDT/BNBUSDT,20287,20307,20,long_spread,-1.616152,-4.793733,3.563623,0.899626,-941.576996,32.0,-973.5769955085709,max_hold
BNBUSDT/BTCUSDT,20287,20307,20,short_spread,1.58247,3.861718,0.456277,0.854467,-540.923613,32.0,-572.9236128646168,max_hold
AVAXUSDT/DOGEUSDT,20289,20295,6,long_spread,-2.103726,0.233401,0.78924,0.8774,641.84648,32.0,609.846480039993,z_exit
BNBUSDT/ETHUSDT,20289,20309,20,short_spread,1.830169,2.477981,0.236332,0.880781,-189.741232,32.0,-221.74123232661265,max_hold
DOGEUSDT/ONDOUSDT,20289,20303,14,short_spread,2.440275,0.246568,1.032109,0.916283,922.72631,32.0,890.726309895323,z_exit
DOGEUSDT/SOLUSDT,20289,20291,2,short_spread,1.880306,0.043449,1.090008,0.929337,706.796432,32.0,674.7964323808673,z_exit
ADAUSDT/ONDOUSDT,20290,20310,20,short_spread,1.716174,0.834033,0.581207,0.867038,485.276766,32.0,453.27676649847336,max_hold
BNBUSDT/SUIUSDT,20290,20310,20,short_spread,2.965942,4.218893,0.210314,0.934156,-467.219038,32.0,-499.21903807429123,max_hold
ADAUSDT/BTCUSDT,20291,20300,9,short_spread,1.509511,0.086886,0.169932,0.8985,1675.329741,32.0,1643.3297411785393,z_exit
BNBUSDT/XRPUSDT,20291,20311,20,short_spread,1.709816,3.030301,0.333021,0.927317,-477.170148,32.0,-509.1701484071321,max_hold
SUIUSDT/TAOUSDT,20295,20315,20,short_spread,1.820993,1.890266,0.843107,0.861493,-27.776576,32.0,-59.77657593539061,max_hold
AVAXUSDT/ONDOUSDT,20296,20303,7,short_spread,1.660512,0.215751,0.75503,0.897185,494.888771,32.0,462.8887712170108,z_exit
1000PEPEUSDT/BTCUSDT,20298,20318,20,long_spread,-1.585563,-2.033346,1.867386,0.913702,-167.006024,32.0,-199.0060237992473,max_hold
1000PEPEUSDT/ETHUSDT,20298,20318,20,long_spread,-1.591775,-2.854804,0.864246,0.970136,-1001.876221,32.0,-1033.8762209512613,max_hold
BNBUSDT/SOLUSDT,20300,20320,20,short_spread,2.61822,3.813353,0.328976,0.972783,-570.510543,32.0,-602.5105430446143,max_hold
ADAUSDT/XRPUSDT,20301,20321,20,long_spread,-1.568741,0.747623,0.68035,0.908852,1200.993112,32.0,1168.9931117248448,max_hold
DOGEUSDT/XRPUSDT,20301,20321,20,long_spread,-1.509288,-0.652638,0.935401,0.957252,526.129838,32.0,494.1298383095241,max_hold
BNBUSDT/DOGEUSDT,20302,20322,20,short_spread,2.033462,4.046014,0.251018,0.974058,-1148.793861,32.0,-1180.7938611377992,max_hold
BNBUSDT/ONDOUSDT,20302,20322,20,short_spread,1.788015,4.083634,0.099325,0.977315,-1703.355556,32.0,-1735.3555558228986,max_hold
BNBUSDT/TAOUSDT,20302,20322,20,short_spread,2.270294,5.038965,0.240333,0.971674,-1418.791102,32.0,-1450.791102239828,max_hold
ETHUSDT/SOLUSDT,20302,20322,20,short_spread,2.26733,2.725743,1.21847,0.979039,-295.425858,32.0,-327.4258582095731,max_hold
BNBUSDT/WIFUSDT,20306,20326,20,short_spread,2.442573,5.011636,0.192359,0.93268,-1140.817665,32.0,-1172.8176650856503,max_hold
BTCUSDT/WIFUSDT,20306,20326,20,short_spread,1.622982,1.779114,0.329159,0.896788,-51.635398,32.0,-83.63539832794814,max_hold
ETHUSDT/WIFUSDT,20306,20326,20,short_spread,2.29242,4.499518,0.576903,0.976098,-1801.641819,32.0,-1833.6418187335446,max_hold
BNBUSDT/BTCUSDT,20308,20328,20,short_spread,2.306983,4.887054,0.599995,0.937536,-735.365691,32.0,-767.3656911359662,max_hold
BTCUSDT/TAOUSDT,20310,20330,20,short_spread,1.675281,1.549311,0.443074,0.974672,66.587391,32.0,34.5873914045207,max_hold
SOLUSDT/TAOUSDT,20310,20330,20,short_spread,1.695693,4.930462,0.554918,0.854168,-1332.527461,32.0,-1364.5274611500136,max_hold
1000PEPEUSDT/BNBUSDT,20311,20331,20,long_spread,-1.764338,-3.490331,2.008946,0.968725,-925.156204,32.0,-957.1562036143556,max_hold
BNBUSDT/SUIUSDT,20311,20331,20,short_spread,2.493662,4.080418,0.315261,0.976872,-760.836343,32.0,-792.8363431867082,max_hold
BNBUSDT/XRPUSDT,20312,20332,20,short_spread,1.697754,3.772496,0.529003,0.926544,-687.133768,32.0,-719.1337677999676,max_hold
SOLUSDT/WIFUSDT,20312,20332,20,short_spread,1.666679,3.184166,0.328204,0.857014,-858.182754,32.0,-890.18275448961,max_hold
1000PEPEUSDT/SOLUSDT,20313,20333,20,long_spread,-1.519229,-3.741881,1.518697,0.917903,-1129.897327,32.0,-1161.89732746912,max_hold
ADAUSDT/BTCUSDT,20313,20333,20,short_spread,1.658524,1.191296,0.224804,0.888037,465.767347,32.0,433.7673469185997,max_hold
ADAUSDT/ONDOUSDT,20313,20333,20,short_spread,1.570861,1.867859,0.796095,0.832495,-117.938838,32.0,-149.93883756886862,max_hold
ADAUSDT/SUIUSDT,20313,20333,20,short_spread,1.528216,1.338904,0.318886,0.886531,152.40801,32.0,120.40800954373356,max_hold
ADAUSDT/TAOUSDT,20313,20333,20,short_spread,1.914384,1.609247,0.232825,0.887549,282.723126,32.0,250.7231258828512,max_hold
ADAUSDT/WIFUSDT,20313,20333,20,short_spread,1.750403,1.305185,0.119961,0.886749,469.451616,32.0,437.4516161429853,max_hold
AVAXUSDT/TAOUSDT,20313,20333,20,short_spread,1.681785,2.080857,0.381716,0.904058,-244.092587,32.0,-276.09258699739485,max_hold
DOGEUSDT/TAOUSDT,20313,20333,20,short_spread,1.548478,1.26673,0.511581,0.930445,202.535034,32.0,170.53503370268433,max_hold
ETHUSDT/XRPUSDT,20313,20333,20,short_spread,1.549538,2.293129,1.47506,0.951875,-430.045056,32.0,-462.0450558830471,max_hold
SOLUSDT/SUIUSDT,20313,20333,20,short_spread,2.024605,4.621444,0.594579,0.849563,-949.42816,32.0,-981.4281604585062,max_hold
ADAUSDT/AVAXUSDT,20314,20334,20,short_spread,2.249916,0.209578,0.848015,0.859143,836.226791,32.0,804.2267914918442,z_exit
ADAUSDT/DOGEUSDT,20314,20334,20,short_spread,2.30688,1.115588,0.6455,0.844803,552.588318,32.0,520.5883184769508,max_hold
ADAUSDT/SOLUSDT,20315,20327,12,short_spread,1.768514,0.227256,0.567666,0.916588,995.901686,32.0,963.9016864288785,z_exit
SUIUSDT/TAOUSDT,20316,20336,20,short_spread,1.564768,1.900903,0.868601,0.912068,-152.570387,32.0,-184.57038732255998,max_hold
AVAXUSDT/ONDOUSDT,20317,20337,20,short_spread,1.555124,2.955101,0.889218,0.884776,-377.808878,32.0,-409.80887778421334,max_hold
BNBUSDT/ETHUSDT,20317,20337,20,short_spread,1.784712,2.439658,0.346234,0.905161,-162.868624,32.0,-194.86862392653921,max_hold
1000PEPEUSDT/ETHUSDT,20319,20339,20,long_spread,-1.631879,-1.778222,0.63441,0.973749,-150.523032,32.0,-182.52303150151886,max_hold
BNBUSDT/SOLUSDT,20321,20341,20,short_spread,2.233822,0.945214,0.646926,0.950522,472.159478,32.0,440.15947797470557,max_hold
BTCUSDT/ETHUSDT,20321,20341,20,long_spread,-1.53651,-1.518599,0.398293,0.978223,8.152177,32.0,-23.847823313295997,max_hold
AVAXUSDT/BTCUSDT,20323,20343,20,short_spread,1.635246,2.612932,0.479049,0.917414,-649.925058,32.0,-681.9250576322925,max_hold
AVAXUSDT/DOGEUSDT,20323,20343,20,short_spread,1.636893,1.323293,0.732756,0.854839,81.105808,32.0,49.105807712960754,max_hold
AVAXUSDT/SUIUSDT,20323,20343,20,short_spread,1.96276,3.384376,0.437532,0.894325,-699.238676,32.0,-731.2386755872716,max_hold
AVAXUSDT/WIFUSDT,20323,20343,20,short_spread,1.976035,2.932971,0.200828,0.919961,-739.119684,32.0,-771.1196838973013,max_hold
BNBUSDT/DOGEUSDT,20323,20343,20,short_spread,2.215502,1.768752,0.546214,0.979361,227.758888,32.0,195.75888810796113,max_hold
BTCUSDT/SOLUSDT,20323,20343,20,long_spread,-1.599345,-3.751513,0.823189,0.933817,-741.878593,32.0,-773.8785927424499,max_hold
DOGEUSDT/LINKUSDT,20323,20343,20,long_spread,-2.106007,0.166049,0.700204,0.945735,1089.662573,32.0,1057.6625729939392,z_exit
LINKUSDT/SOLUSDT,20324,20343,19,short_spread,2.088422,0.228251,1.028904,0.97636,953.478227,32.0,921.4782273924499,z_exit
LINKUSDT/XRPUSDT,20324,20344,20,short_spread,3.27536,2.570737,0.976566,0.978605,337.569781,32.0,305.56978051692766,max_hold
SOLUSDT/XRPUSDT,20324,20344,20,short_spread,1.602262,3.168873,0.70935,0.959531,-822.053111,32.0,-854.0531107145815,max_hold
AVAXUSDT/LINKUSDT,20325,20340,15,long_spread,-1.709499,-0.05348,0.530138,0.910444,737.335505,32.0,705.3355047340137,z_exit
DOGEUSDT/SOLUSDT,20327,20344,17,long_spread,-1.719891,0.003842,0.901856,0.91626,629.186853,32.0,597.186852604423,z_exit
ONDOUSDT/SOLUSDT,20329,20342,13,long_spread,-1.653296,-0.099709,0.50581,0.893432,807.80864,32.0,775.8086398977757,z_exit
1000PEPEUSDT/BNBUSDT,20332,20352,20,long_spread,-1.630336,-2.436761,1.171507,0.977661,-713.782948,32.0,-745.782948208585,max_hold
BTCUSDT/TAOUSDT,20332,20352,20,short_spread,1.572613,1.793174,0.495079,0.977064,-108.034257,32.0,-140.03425727786902,max_hold
BNBUSDT/XRPUSDT,20333,20353,20,short_spread,2.058006,4.498193,0.678441,0.946768,-926.42726,32.0,-958.427259727113,max_hold
SOLUSDT/WIFUSDT,20333,20353,20,short_spread,3.118076,3.840368,0.365894,0.967324,-445.166177,32.0,-477.1661774830743,max_hold
AVAXUSDT/TAOUSDT,20334,20354,20,short_spread,2.135947,5.500397,0.373069,0.943855,-2230.980742,32.0,-2262.980741559252,max_hold
BNBUSDT/ONDOUSDT,20334,20354,20,short_spread,1.888648,3.689618,0.67564,0.979975,-1135.373327,32.0,-1167.373326748224,max_hold
ETHUSDT/XRPUSDT,20334,20354,20,short_spread,1.732682,1.400458,1.766159,0.966414,196.415536,32.0,164.41553629124155,max_hold
SOLUSDT/SUIUSDT,20334,20354,20,short_spread,3.21254,3.539374,0.636193,0.972795,-152.410742,32.0,-184.41074190106062,max_hold
1000PEPEUSDT/BTCUSDT,20335,20344,9,long_spread,-1.544621,-0.193765,1.590202,0.9445,617.925494,32.0,585.9254937692734,z_exit
1000PEPEUSDT/SOLUSDT,20335,20355,20,long_spread,-2.497181,-2.729105,1.196375,0.977877,-153.24654,32.0,-185.24653954439492,max_hold
ADAUSDT/ONDOUSDT,20335,20342,7,short_spread,1.524878,0.075935,1.1233,0.931756,443.661231,32.0,411.6612308151085,z_exit
1000PEPEUSDT/DOGEUSDT,20338,20358,20,long_spread,-1.554358,-2.10776,1.207121,0.969418,-351.773211,32.0,-383.77321108712385,max_hold
AVAXUSDT/ONDOUSDT,20338,20358,20,short_spread,2.690822,6.563141,1.084323,0.887763,-880.510822,32.0,-912.5108220268601,max_hold
BNBUSDT/ETHUSDT,20338,20358,20,short_spread,2.424536,6.48445,0.374537,0.87181,-883.947977,32.0,-915.9479765616279,max_hold
DOGEUSDT/ONDOUSDT,20338,20358,20,short_spread,1.871662,2.467144,1.24724,0.925969,-200.121474,32.0,-232.12147407016568,max_hold
DOGEUSDT/TAOUSDT,20338,20358,20,short_spread,1.783658,2.278283,0.494893,0.955765,-351.451843,32.0,-383.45184335253174,max_hold
ADAUSDT/TAOUSDT,20339,20359,20,short_spread,1.528779,1.22484,0.273198,0.9745,291.052892,32.0,259.05289232496443,max_hold
DOGEUSDT/SUIUSDT,20339,20359,20,short_spread,1.924286,2.19287,0.607937,0.925993,-133.339728,32.0,-165.3397280016421,max_hold
DOGEUSDT/WIFUSDT,20339,20359,20,short_spread,1.794947,2.127823,0.329418,0.948908,-243.67074,32.0,-275.6707400071722,max_hold
ADAUSDT/AVAXUSDT,20341,20361,20,long_spread,-2.314173,-4.399225,1.027006,0.89201,-547.92443,32.0,-579.9244302374694,max_hold
AVAXUSDT/BNBUSDT,20341,20361,20,short_spread,1.722725,0.964361,0.678262,0.913455,380.373139,32.0,348.3731391270797,max_hold
AVAXUSDT/ETHUSDT,20341,20361,20,short_spread,2.289414,2.627329,0.249379,0.918732,-239.687644,32.0,-271.68764370796316,max_hold
AVAXUSDT/LINKUSDT,20341,20361,20,short_spread,2.106713,3.079406,0.469383,0.913325,-445.307442,32.0,-477.30744186102913,max_hold
AVAXUSDT/SOLUSDT,20341,20361,20,short_spread,1.564539,2.606074,0.657571,0.91597,-390.518062,32.0,-422.5180623895777,max_hold
AVAXUSDT/XRPUSDT,20341,20361,20,short_spread,2.781246,3.360814,0.581509,0.920418,-286.048761,32.0,-318.04876118345163,max_hold
ONDOUSDT/TAOUSDT,20341,20356,15,short_spread,1.563786,0.205714,0.2813,0.925438,900.435499,32.0,868.4354990020141,z_exit
ADAUSDT/WIFUSDT,20342,20362,20,short_spread,1.523967,1.380492,0.187509,0.972832,146.822622,32.0,114.82262193855894,max_hold
ONDOUSDT/SUIUSDT,20342,20354,12,short_spread,1.937244,0.108967,0.379004,0.905009,917.100637,32.0,885.1006373043061,z_exit
ONDOUSDT/WIFUSDT,20342,20356,14,short_spread,1.829075,-0.172654,0.14987,0.922026,1573.361686,32.0,1541.3616858860828,z_exit
ADAUSDT/SUIUSDT,20343,20363,20,short_spread,1.65264,1.306526,0.46588,0.972439,237.637486,32.0,205.63748551956863,max_hold
DOGEUSDT/ETHUSDT,20343,20356,13,short_spread,1.577751,0.056296,0.353191,0.928375,1057.488219,32.0,1025.4882189427303,z_exit
DOGEUSDT/XRPUSDT,20343,20363,20,short_spread,2.020264,1.628323,0.771925,0.935448,190.681107,32.0,158.68110715951707,max_hold
ADAUSDT/BTCUSDT,20344,20356,12,short_spread,1.584745,0.241655,0.591378,0.97133,1007.572039,32.0,975.572039192545,z_exit
AVAXUSDT/BTCUSDT,20344,20364,20,short_spread,2.593409,2.669353,0.611343,0.952313,-48.859737,32.0,-80.85973705888232,max_hold
AVAXUSDT/SUIUSDT,20344,20364,20,short_spread,3.031573,3.915046,0.487653,0.953259,-481.469805,32.0,-513.4698053196569,max_hold
AVAXUSDT/WIFUSDT,20344,20364,20,short_spread,2.729763,3.57075,0.218575,0.961852,-718.369768,32.0,-750.3697680501847,max_hold
DOGEUSDT/LINKUSDT,20344,20356,12,short_spread,1.659393,0.052383,0.568019,0.944385,901.095852,32.0,869.0958518407658,z_exit
SUIUSDT/TAOUSDT,20344,20364,20,short_spread,1.627941,2.00329,0.880304,0.941736,-181.418238,32.0,-213.41823805599742,max_hold
SOLUSDT/XRPUSDT,20345,20365,20,short_spread,2.408272,2.061579,0.81391,0.974093,192.505655,32.0,160.50565515061552,max_hold
AVAXUSDT/DOGEUSDT,20346,20366,20,short_spread,1.746239,2.904,0.773733,0.867121,-308.155876,32.0,-340.1558755922201,max_hold
BNBUSDT/LINKUSDT,20347,20367,20,short_spread,2.227021,7.252947,0.568277,0.949717,-1587.980522,32.0,-1619.9805217746853,max_hold
BNBUSDT/DOGEUSDT,20350,20370,20,short_spread,1.578989,4.963367,0.711972,0.966051,-1696.18096,32.0,-1728.1809595062211,max_hold
BNBUSDT/SOLUSDT,20351,20371,20,short_spread,1.858469,5.833742,0.756782,0.955509,-1350.810266,32.0,-1382.8102661150629,max_hold
1000PEPEUSDT/AVAXUSDT,20352,20372,20,long_spread,-1.730204,-2.380524,0.75136,0.979563,-645.669604,32.0,-677.6696035245743,max_hold
ADAUSDT/BNBUSDT,20353,20373,20,long_spread,-1.597469,-5.895694,0.776859,0.946801,-2117.644035,32.0,-2149.6440349867416,max_hold
1000PEPEUSDT/BNBUSDT,20354,20374,20,long_spread,-1.529015,-3.336999,0.566288,0.969428,-2146.963533,32.0,-2178.96353304553,max_hold
BTCUSDT/WIFUSDT,20355,20375,20,short_spread,1.608774,3.690547,0.321757,0.929994,-716.218863,32.0,-748.2188628487028,max_hold
LINKUSDT/ONDOUSDT,20356,20376,20,short_spread,1.546887,2.200379,1.607797,0.975868,-404.507115,32.0,-436.50711511917524,max_hold
1000PEPEUSDT/SOLUSDT,20358,20378,20,long_spread,-1.509529,-3.087107,0.642539,0.975162,-1565.641475,32.0,-1597.6414748776904,max_hold
DOGEUSDT/ONDOUSDT,20359,20379,20,short_spread,1.888509,2.988814,1.336393,0.939552,-404.303128,32.0,-436.30312780500685,max_hold
DOGEUSDT/TAOUSDT,20359,20372,13,short_spread,1.640326,0.001184,0.511771,0.976958,1523.194989,32.0,1491.1949885408324,z_exit
1000PEPEUSDT/BTCUSDT,20360,20380,20,long_spread,-1.684205,-3.46385,1.42569,0.956481,-917.929344,32.0,-949.9293439066762,max_hold
1000PEPEUSDT/DOGEUSDT,20360,20380,20,long_spread,-1.554655,-2.580872,0.796464,0.979393,-826.045538,32.0,-858.0455382455732,max_hold
ADAUSDT/ONDOUSDT,20360,20380,20,short_spread,1.654316,2.117075,1.209548,0.925171,-142.970885,32.0,-174.97088500527315,max_hold
DOGEUSDT/WIFUSDT,20360,20380,20,short_spread,1.52762,0.995179,0.37842,0.971838,471.089541,32.0,439.08954078399324,max_hold
ONDOUSDT/SOLUSDT,20360,20380,20,long_spread,-1.544558,-3.488248,0.434323,0.921312,-1020.118402,32.0,-1052.118402493053,max_hold
AVAXUSDT/ETHUSDT,20362,20382,20,short_spread,1.537205,-2.046579,0.343112,0.96027,3080.627068,32.0,3048.627068040901,max_hold
AVAXUSDT/LINKUSDT,20362,20382,20,short_spread,1.585512,-1.815544,0.580298,0.960589,1955.375813,32.0,1923.3758131248783,max_hold
AVAXUSDT/XRPUSDT,20362,20371,9,short_spread,1.837673,-0.243283,0.731726,0.970487,1355.763278,32.0,1323.7632779639166,z_exit
